-30.0 1.1205063899386478E-5
-29.85 1.218534025382711E-5
-29.7 1.3242718061817884E-5
-29.55 1.4382447244652048E-5
-29.4 1.561006493039328E-5
-29.25 1.6931407673173825E-5
-29.1 1.8352627010431995E-5
-28.95 1.988021249647958E-5
-28.8 2.1521030916789443E-5
-28.65 2.328239946020833E-5
-28.5 2.5172228144171512E-5
-28.35 2.7199299629555554E-5
-28.2 2.937381428502236E-5
-28.05 3.170843358340399E-5
-27.9 3.422023424614905E-5
-27.75 3.693428064790497E-5
-27.6 3.988999065847886E-5
-27.45 4.315218153557195E-5
-27.3 4.682971660038824E-5
-27.15 5.1106100118547386E-5
-27.0 5.628821655865008E-5
-26.85 6.2881620640455E-5
-26.7 7.170313761974272E-5
-26.55 8.404357269318795E-5
-26.4 1.0189428685257994E-4
-26.25 1.282501599516213E-4
-26.1 1.674966157872941E-4
-25.95 2.2587839230752885E-4
-25.8 3.1203129612286076E-4
-25.65 4.375347419089276E-4
-25.5 6.174133325256423E-4
-25.35 8.704830719819564E-4
-25.2 0.0012194075580784951
-25.05 0.001690309720155231
-24.9 0.0023117850989616134
-24.75 0.003113193036990751
-24.6000000000001 0.004122169584429002
-24.4500000000001 0.005361411909423232
-24.3000000000001 0.006844921582237607
-24.1500000000001 0.008574046326280288
-24.0000000000001 0.01053380032339554
-23.8500000000001 0.012690039513190626
-23.7000000000001 0.014988088202538285
-23.5500000000001 0.01735333239954955
-23.4000000000001 0.019694105362826217
-23.2500000000001 0.021906905589951835
-23.1000000000001 0.023883644285951657
-22.9500000000001 0.02552027841183834
-22.8000000000001 0.02672594273318398
-22.6500000000001 0.027431794570841984
-22.5000000000001 0.027600117018154516
-22.3500000000001 0.027239626437828755
-22.2000000000001 0.02644816404418075
-22.0500000000001 0.025530526742274177
-21.9000000000001 0.02524471636240908
-21.7500000000001 0.027114432953065294
-21.6000000000001 0.03342570348676232
-21.4500000000001 0.04624495443477195
-21.3000000000001 0.06527606877713195
-21.1500000000001 0.08593849522248702
-21.0000000000001 0.10019559222186866
-20.8500000000001 0.10097407653424693
-20.7000000000001 0.08710194088044632
-20.5500000000001 0.06421578955490724
-20.4000000000001 0.04074861015414485
-20.2500000000001 0.022842347140837493
-20.1000000000001 0.012263347982797657
-19.9500000000001 0.007696914240729742
-19.8000000000001 0.00705817079447278
-19.6500000000001 0.008876874437788538
-19.5000000000001 0.012509828914942657
-19.3500000000001 0.01780706411214373
-19.2000000000001 0.02474401336524788
-19.0500000000001 0.033180986572614944
-18.9000000000001 0.042738436217469145
-18.7500000000001 0.05275955749378462
-18.6000000000001 0.06235190867362737
-18.4500000000001 0.07050304918054735
-18.3000000000001 0.07625035415318607
-18.1500000000001 0.07886609890235292
-18.0000000000001 0.07800856834398927
-17.8500000000001 0.07379564185243884
-17.7000000000001 0.06677879289716737
-17.5500000000001 0.05782527308176448
-17.4000000000001 0.047943113211596014
-17.2500000000001 0.038097517676783814
-17.1000000000001 0.029064105078257966
-16.9500000000001 0.021347317937632407
-16.8000000000001 0.01516932035973614
-16.6500000000001 0.010514827724512413
-16.5000000000001 0.007206551039632048
-16.3500000000001 0.0049854985374551035
-16.2000000000001 0.0035774266690467935
-16.0500000000001 0.0027366583384220884
-15.9000000000001 0.002267215291674865
-15.7500000000001 0.0020265460578256936
-15.6000000000001 0.001918851555503947
-15.4500000000001 0.0018841635474148705
-15.3000000000001 0.0018873211148503735
-15.1500000000001 0.0019089343459687323
