0.000000 0.000000 0.0 0.0 1.0 1.0
0.000000 0.330000 0.0 0.0 1.0 1.0
0.000000 0.660000 0.0 0.0 1.0 1.0
0.000000 0.990000 0.0 0.0 1.0 1.0
0.330000 0.000000 0.0 0.0 1.0 1.0
0.330000 0.330000 0.0 0.0 1.0 1.0
0.330000 0.660000 0.0 0.0 1.0 1.0
0.330000 0.990000 0.0 0.0 1.0 1.0
0.660000 0.000000 0.0 0.0 1.0 1.0
0.660000 0.330000 0.0 0.0 1.0 1.0
0.660000 0.660000 0.0 0.0 1.0 1.0
0.660000 0.990000 0.0 0.0 1.0 1.0
0.990000 0.000000 0.0 0.0 1.0 1.0
0.990000 0.330000 0.0 0.0 1.0 1.0
0.990000 0.660000 0.0 0.0 1.0 1.0
0.990000 0.990000 0.0 0.0 1.0 1.0
