5.0E-4 2.5E-4 1.25E-4 0.001333 6.67E-4 0.003631 1.0393357225681206
0.0030 0.125 0.375 0.005333 6.67E-4 0.010894 0.864385956283454
0.00775 0.03125 0.125 0.0 8.3E-5 0.003631 1.0528875225568668
0.010937 0.0080 0.03125 0.0 2.5E-4 0.010894 1.0539418492364783
0.0025 0.25 0.5 0.010667 6.67E-4 0.010894 1.6057021631377844
0.006562 0.03125 0.0625 0.0 2.5E-4 0.010894 1.0648609518703518
0.050625 0.016 0.0080 0.001333 8.3E-5 4.54E-4 1.0468245589006726
0.05625 0.03125 0.015625 0.0 8.3E-5 9.08E-4 1.052396430459251
6.87E-4 3.44E-4 1.72E-4 0.001833 9.17E-4 0.004993 1.0395373869471976
0.010625 0.005313 0.002656 0.028333 0.014167 0.077167 1.0314473932772048
0.00375 0.125 0.25 0.010667 4.17E-4 0.003631 0.9800211485510526
0.00425 0.002125 0.001063 0.011333 0.005667 0.030867 1.040847094261563
0.0625 0.125 0.0 1.67E-4 5.0E-4 0.007717 1.0371964989577613
0.0045 0.0625 0.125 0.002667 5.0E-4 0.003631 1.0560659329037319
0.006875 0.15625 0.078125 0.023667 6.67E-4 0.029051 1.0384691365041987
0.003125 0.125 0.25 0.010833 8.3E-5 0.003631 0.9799879443881405
0.03 0.015 0.0075 0.08 0.04 0.217885 0.968340656944596
0.01125 0.008187 0.0625 0.0 8.3E-5 0.001362 1.0575237267900637
0.02 0.0040 0.09375 0.0 8.3E-5 0.005447 1.0543626532059598
0.081875 0.081875 0.002047 0.0020 0.0020 0.124376 1.0122512019360876
0.005125 0.002563 0.001281 0.013667 0.006833 0.037222 1.0404280653924474
0.008938 0.046875 0.098438 0.0 4.17E-4 0.014526 1.0644749312497428
0.003125 0.03125 0.125 0.001333 2.5E-4 0.00227 1.0522510783945371
0.125 0.125 0.0 6.67E-4 6.67E-4 0.018157 1.0141475292865618
0.002937 0.001469 7.34E-4 0.007833 0.003917 0.021335 1.0409268501973805
0.0375 0.024 0.03125 0.0 8.3E-5 4.54E-4 1.0581181919985443
0.002188 0.25 0.5 0.010667 6.67E-4 0.010894 1.6055892131926248
0.021875 0.0020 0.0010 0.0 8.3E-5 0.001816 1.0417338862484375
0.015625 0.016 0.0625 0.0 3.33E-4 0.003177 1.0607936038729806
0.001812 0.25 0.5 0.005333 6.67E-4 0.014526 1.6050395262884019
0.003688 0.125 0.1875 0.005333 5.0E-4 0.005447 1.0134491153731906
0.05625 0.03125 0.0625 0.001333 8.3E-5 9.08E-4 1.0613014937803784
0.03125 0.0625 1.25E-4 1.67E-4 3.33E-4 0.009079 1.0538194636433267
0.010625 0.005313 0.002656 0.028333 0.014167 0.077167 1.0314473932772048
0.005625 0.0080 0.015625 0.0 2.5E-4 0.004539 1.0485619025722543
0.025 0.125 0.125 0.0 8.3E-5 4.54E-4 1.044509898884891
0.125 0.125 0.0 5.0E-4 5.0E-4 0.013164 1.0141008509506166
0.032 0.0625 6.3E-5 1.67E-4 2.5E-4 0.031321 1.0533385679327603
0.007813 0.0625 0.125 0.0 1.67E-4 0.006355 1.0566031226501673
0.025 0.0625 0.0625 0.0 8.3E-5 4.54E-4 1.06875207459926
0.01 0.016 0.0625 3.33E-4 8.3E-5 0.00227 1.0602921118503617
0.0025 0.25 0.25 0.005333 6.67E-4 0.007263 0.9691287716554983
0.001438 1.0 1.0 0.021333 0.002667 0.029051 1206.6844548391468
0.002375 0.125 0.125 0.005333 0.001333 0.014526 1.0441093276267288
0.015625 0.03125 0.25 1.67E-4 8.3E-5 0.003631 0.9839452213571247
0.01125 0.016 0.0625 0.0 8.3E-5 0.001362 1.0602925874177895
0.01 0.03125 0.125 0.002667 8.3E-5 0.006355 1.0534072199312359
0.05 0.024 0.03125 0.0 0.0 0.0 1.0563343175259319
0.032 0.25 6.3E-5 1.67E-4 4.17E-4 0.018157 0.9783915756354263
0.007188 0.0625 0.125 0.002667 8.3E-5 0.001362 1.0561527848789232
0.05 0.0080 0.125 0.0 8.3E-5 0.001816 1.0446783220665417
0.001063 0.125 0.25 0.001333 5.0E-4 0.005447 0.9799502032084981
7.5E-4 3.75E-4 1.88E-4 0.0020 0.0010 0.005447 1.0396018221470482
0.003125 0.0625 0.0625 0.0 2.5E-4 0.002724 1.0675134722353512
0.01375 0.006875 0.003437 0.036667 0.018333 0.099864 1.022166193536076
0.02 0.0080 0.046875 6.67E-4 8.3E-5 0.001362 1.056651657584062
5.0E-4 2.5E-4 1.25E-4 0.001333 6.67E-4 0.003631 1.0393357225681206
0.05625 0.03125 0.0625 6.67E-4 8.3E-5 9.08E-4 1.0612797969380658
0.003125 0.0625 0.5 0.0040 5.0E-4 0.011802 0.7594455432502228
4.38E-4 2.19E-4 1.09E-4 0.001167 5.83E-4 0.003177 1.0392656704053393
0.002375 0.25 0.375 0.026667 3.33E-4 0.003631 1.420285279844186
4.38E-4 2.19E-4 1.09E-4 0.001167 5.83E-4 0.003177 1.0392656704053393
0.007813 0.0080 0.09375 0.042667 0.001333 0.058103 1.045842670114149
0.0020 0.0010 5.0E-4 0.005333 0.002667 0.014526 1.040580848933024
0.05625 0.0625 0.0625 0.0 2.5E-4 0.002724 1.0651310480197445
0.00625 0.03125 0.125 0.0 1.67E-4 0.002724 1.0526391894249711
0.125 0.25 5.0E-4 1.67E-4 0.0045 0.029959 0.9698689966945634
0.00575 0.0625 0.125 0.005333 8.3E-5 0.002724 1.0561588302556923
0.03 0.015 0.0075 0.08 0.04 0.217885 0.968340656944596
0.014062 0.03125 0.0625 3.33E-4 2.5E-4 0.002724 1.0649601717816797
3.75E-4 1.88E-4 9.4E-5 0.0010 5.0E-4 0.002724 1.0391945132867408
0.009375 0.016 0.0625 0.0 6.67E-4 0.058103 1.055344972785676
0.01125 0.0625 0.125 0.001333 8.3E-5 0.002724 1.0566550787025937
0.001563 0.0625 0.1875 0.001333 8.3E-5 0.001816 1.0222540703012337
0.032 0.25 1.25E-4 1.67E-4 6.67E-4 0.028143 0.9782748675210213
1.0 1.0 0.0010 0.001333 0.0020 0.211076 8447757.376247669
0.006875 0.096875 0.096875 0.0 5.0E-4 0.029051 1.0611674402520317
0.002375 0.001187 5.94E-4 0.006333 0.003167 0.017249 1.040759421080295
0.0625 0.25 0.0 1.67E-4 1.67E-4 0.016341 0.9768302684448948
0.0625 0.03125 0.0 1.67E-4 3.33E-4 0.003631 1.0452794986540324
0.003875 0.001937 9.69E-4 0.010333 0.005167 0.028143 1.0409370043986859
0.007813 0.016 0.015625 0.0 6.67E-4 0.009079 1.0517982855594747
0.001875 0.25 1.0 0.016 0.0010 0.079891 0.8125644196585774
0.002375 0.25 0.5 0.010667 6.67E-4 0.010894 1.6056581448645837
0.032 0.15625 6.3E-5 1.67E-4 4.17E-4 0.034952 1.0270808777121954
0.037687 0.018844 0.009422 0.1005 0.05025 0.273718 0.9801249041593539
0.0125 0.0625 0.125 0.010667 8.3E-5 0.00227 1.0566855149180894
0.5 0.5 0.0 0.001333 0.001333 0.083976 1.1771180071733638
0.001875 9.37E-4 4.69E-4 0.0050 0.0025 0.013618 1.0405093332172073
0.125 1.0 5.0E-4 1.67E-4 0.0045 0.085792 22.798660138345475
0.015625 0.016 0.0625 0.0 8.3E-5 0.003177 1.0607904727260968
0.00375 0.0625 0.25 0.010667 4.17E-4 0.003631 0.9849372896281783
0.014062 0.0625 0.0625 0.001333 2.5E-4 0.002724 1.0687500942147377
0.00375 0.125 0.25 0.005333 8.3E-5 0.002724 0.9800188175981377
0.05 0.0080 0.125 0.0 8.3E-5 0.001816 1.0446783220665417
0.003125 0.0625 0.125 0.001333 8.3E-5 0.002724 1.0557577548392287
0.16375 0.3275 4.69E-4 0.0020 0.0020 0.014526 0.9965546423261082
3.75E-4 1.88E-4 9.4E-5 0.0010 5.0E-4 0.002724 1.0391945132867408
0.024 0.25 0.0 1.67E-4 8.3E-5 0.010894 0.9784145741298175
5.0E-4 2.5E-4 1.25E-4 0.001333 6.67E-4 0.003631 1.0393357225681206
0.01 0.03125 0.0625 0.001333 8.3E-5 0.006355 1.0649945162007133
0.003125 0.0625 0.25 0.001333 2.5E-4 0.00227 0.9848550519031662
0.006125 0.03125 0.125 0.005333 1.67E-4 0.003631 1.052815922699955
0.015 0.016 0.03125 0.001333 8.3E-5 0.00227 1.0564149096679014
0.00425 0.002125 0.001063 0.011333 0.005667 0.030867 1.040847094261563
0.00375 0.0625 0.125 0.010833 8.3E-5 0.003631 1.0559021276661102
0.00575 0.0625 0.125 0.005333 8.3E-5 0.002724 1.0561588302556923
0.003125 0.0625 0.25 0.001333 2.5E-4 0.002724 0.9848740863961999
0.0625 0.375 2.5E-4 1.67E-4 1.67E-4 0.027236 1.015180837836228
0.003125 0.0625 0.25 0.0040 5.0E-4 0.007263 0.9850566030407384
4.38E-4 2.19E-4 1.09E-4 0.001167 5.83E-4 0.003177 1.0392656704053393
0.137688 0.068844 0.034422 0.367167 0.183583 1.0 8.149477737063906E7
0.0625 0.25 2.5E-4 1.67E-4 1.67E-4 0.032229 0.9766412361728286
0.003125 0.03125 0.0625 0.001333 2.5E-4 0.00227 1.0637843882974378
0.01875 0.024 0.046875 0.0 5.0E-4 0.010894 1.0626049630402041
0.001812 0.25 0.5 0.005333 6.67E-4 0.014526 1.6050395262884019
0.004688 0.09375 0.125 0.001333 2.5E-4 0.021788 1.0535512867977963
0.003125 0.125 0.25 0.010667 4.17E-4 0.004539 0.9800201611913907
0.05 0.0080 0.125 0.0 8.3E-5 0.001816 1.0446783220665417
0.09375 0.024 0.03125 0.0 0.0 0.0 1.0426313481297693
0.002375 0.25 0.25 0.010667 3.33E-4 0.003631 0.9691834149341162
0.125 0.1875 0.0 1.67E-4 6.67E-4 0.009532 0.9908795567816336
0.00625 0.03125 0.125 0.0040 1.67E-4 0.002724 1.0527359261159306
0.001438 0.5 1.0 0.010667 0.001333 0.014526 0.7529385113709078
0.06875 0.024 0.03125 0.0 8.3E-5 4.54E-4 1.051887454146214
0.125 0.25 0.0010 1.67E-4 0.003167 0.065365 0.9688588436074015
5.0E-4 2.5E-4 1.25E-4 0.001333 6.67E-4 0.003631 1.0393357225681206
0.007188 0.0625 0.0625 3.33E-4 8.3E-5 0.00227 1.0680173287346024
0.001625 0.25 0.5 0.021333 0.0020 0.014526 1.6042604793235364
0.03 0.016 0.125 0.005333 0.0 0.0 1.049310535706454
0.125 0.125 1.25E-4 1.67E-4 0.001667 0.015887 1.0141742654398989
0.01875 0.0060 0.012 0.0010 5.0E-4 0.010894 1.0479856729487664
0.002563 0.001281 6.41E-4 0.006833 0.003417 0.018611 1.0408288787840583
0.0125 0.016 0.25 0.0 3.33E-4 0.014526 0.9824863916213479
5.0E-4 2.5E-4 1.25E-4 0.001333 6.67E-4 0.003631 1.0393357225681206
0.001875 0.25 1.0 0.021333 0.0010 0.079891 0.8121465713153299
0.007188 0.016 0.09375 0.002667 8.3E-5 0.002724 1.0576814822892984
0.06875 0.016 0.023438 0.0 8.3E-5 4.54E-4 1.0476288114534593
0.001812 0.25 0.5 0.005333 6.67E-4 0.014526 1.6050395262884019
0.3275 0.655312 4.69E-4 0.0020 0.0020 0.094417 1.1859676446207392
0.016 0.0625 0.0 1.67E-4 8.3E-5 0.010894 1.0538658849194629
0.0125 0.03125 0.03125 0.0 8.3E-5 9.08E-4 1.0602293695764815
0.05 0.0080 0.125 0.0 8.3E-5 0.001816 1.0446783220665417
0.25 0.375 0.0 1.67E-4 6.67E-4 0.019065 0.765175340746202
0.025 0.016 0.054688 6.67E-4 8.3E-5 0.002724 1.0605274011350942
0.001438 0.5 0.5 0.010667 0.001333 0.014526 1.0074568510956883
0.125 0.125 1.25E-4 1.67E-4 0.001667 0.009986 1.0140492130418433
0.001312 6.56E-4 3.28E-4 0.0035 0.00175 0.009532 1.040114662053152
0.008938 0.096875 0.096875 0.0 4.17E-4 0.009079 1.0616216034762005
