0.0 0.7458714715998256 0.653562741269691 0.8381802019299601
0.01 0.7327003871001945 0.6419350720244246 0.8234657021759644
0.02 0.7062379216479988 0.6168371714494519 0.7956386718465457
0.03 0.6670898611292504 0.5787420837452039 0.7554376385132969
0.04 0.6165845428304888 0.5289279486280836 0.704241137032894
0.05 0.5567591736717168 0.4694650108275394 0.6440533365158942
0.06 0.49029378306919374 0.40312466833279 0.5774628978055976
0.07 0.4203923314874345 0.3332185797187458 0.5075660832561232
0.08 0.35061503878436684 0.2633867415311867 0.437843336037547
0.09 0.2846706510669758 0.19735752453323485 0.37198377760071677
0.1 0.22618167963662497 0.13870183742520364 0.3136615218480463
0.11 0.17843916132288648 0.09060065375468153 0.26627766889109145
0.12 0.14416578846544575 0.05564080167114786 0.23269077525974363
0.13 0.12530701210893758 0.03564794834467795 0.21496607587319722
0.14 0.12286873960579121 0.031559764736764945 0.21417771447481748
0.15 0.13681749664921714 0.04334018847708522 0.23029480482134906
0.16 0.16605454929293606 0.06993961095782653 0.2621694876280456
0.17 0.20846980103955973 0.10931216416448757 0.3076274379146319
0.18 0.26107475892621224 0.1585034657094921 0.3636460521429324
0.19 0.3202070734080229 0.21381714864365917 0.4265969981723866
0.2 0.38179272606765235 0.2710587119734085 0.49252674016189624
0.21 0.4416464852995935 0.3258444859309562 0.5574484846682308
0.22 0.49578732113182494 0.37395327086527935 0.6176213713983705
0.23 0.5407434862417494 0.4116884057425715 0.6697985667409273
0.24 0.5738221769175563 0.43621043165553425 0.7114339221795785
0.25 0.5933211274888923 0.44579984512800086 0.7408424098497838
0.26 0.5986639935955591 0.4400191124276828 0.7573088747634353
0.27 0.5904475710333806 0.41976010299245303 0.7611350390743082
0.28 0.5703962361542649 0.38717954197557214 0.7536129303329577
0.29 0.5412268203981445 0.34553551569415303 0.736918125102136
0.3 0.5064347294813631 0.2989428803698261 0.7139265785929002
0.31 0.4700187856808249 0.2520678258803095 0.6879697454813403
0.32 0.4361673926036498 0.2097839490727891 0.6625508361345105
0.33 0.408931725467682 0.1768141239969368 0.6410493269384272
0.34 0.3919124602034823 0.15738338414389857 0.626441536263066
0.35 0.3879850178860811 0.1549071439028858 0.6210628918692764
0.36 0.3990845905951575 0.1717359367840231 0.6264332444062919
0.37 0.4260667125329325 0.20897224189422114 0.6431611831716438
0.38 0.46865239518229423 0.2663665692829936 0.6709382210815948
0.39 0.5254595154174114 0.34228740529095764 0.7086316255438652
0.4 0.5941149281608635 0.43373806632251793 0.7544917899992092
0.41 0.671435334661955 0.536347833622513 0.806522835701397
0.42 0.7536598374781378 0.64415552769684 0.8631641472594356
