0 0 0 0 1 0 0 0 0 1 5 4  0.28125095
0 1 0 0 0 0 0 0 1 0 6 5  0.5062525
0 0 0 1 0 0 0 0 1 0 4 3  0.35625148
0 1 0 0 0 1 0 0 0 0 3 2  5.500033
0 0 0 1 0 0 1 0 0 0 6 5  0.35625148
0 0 0 0 1 0 0 1 0 0  4 3  0.8062546
0 0 1 0 0  1 0 0 0 0 3 2  5.100014
1 0 0 0 0 1 0 0 0 0 3 2  5.7000422
0 0 1 0 0  1 0 0 0 0 6 5  0.76875436
0 0 0 1 0 1 0 0 0 0 4 1  1.0312537
0 1 0 0 0 0 0 0 0 1 6 5  0.46875226
0 0 0 0 1 0 0 1 0 0  5 4  0.39375174
0 1 0 0 0 0 0 1 0 0  4 1  0.28125095
0 0 0 0 1 0 0 1 0 0  3 1  1.1
0 0 1 0 0  0 0 1 0 0  5 4  0.5062525
0 0 0 0 1 0 1 0 0 0 3 2  1.8999897
0 0 0 1 0 0 0 1 0 0  3 1  0.9000011
0 1 0 0 0 0 0 1 0 0  5 4  0.46875226
0 1 0 0 0 0 1 0 0 0 5 4  0.5437528
0 0 1 0 0  0 0 0 0 1 4 2  0.20625044
0 0 0 0 1 0 0 0 1 0 4 3  0.9187554
1 0 0 0 0 0 0 0 1 0 4 3  1.1062483
0 1 0 0 0 0 0 1 0 0  6 5  0.46875226
1 0 0 0 0 0 0 1 0 0  4 2  0.58125305
1 0 0 0 0 0 1 0 0 0 6 5  0.58125305
0 0 0 0 1 0 0 1 0 0  6 5  0.39375174
1 0 0 0 0 1 0 0 0 0 3 1  5.3000236
1 0 0 0 0 0 0 0 0 1 4 2  0.46875226
0 0 1 0 0  0 0 0 1 0 3 2  1.8999897
0 1 0 0 0 0 1 0 0 0 3 2  4.299977
0 1 0 0 0 0 0 0 0 1 4 2  0.35625148
0 1 0 0 0 0 0 1 0 0  3 1  3.899964
0 0 1 0 0  0 0 0 0 1 4 1  0.5437528
0 0 1 0 0  1 0 0 0 0 6 2  0.5437528
0 0 1 0 0  0 0 1 0 0  6 5  0.5062525
0 0 0 0 1 0 0 0 0 1 3 2  1.1
0 0 0 1 0 0 0 0 0 1 3 1  0.5000003
0 0 0 0 1 0 0 1 0 0  4 2  0.13124992
0 0 1 0 0  0 1 0 0 0 6 5  0.5437528
0 0 1 0 0  0 0 0 1 0 4 1  0.20625044
0 0 0 1 0 0 1 0 0 0 4 1  0.69375384
0 0 1 0 0  0 1 0 0 0 4 3  0.88125515
0 0 1 0 0  0 0 1 0 0  4 3  0.9187554
0 1 0 0 0 0 0 0 1 0 4 1  0.2437507
0 1 0 0 0 1 0 0 0 0 5 3  0.6562536
1 0 0 0 0 0 1 0 0 0 4 3  1.0312537
0 1 0 0 0 1 0 0 0 0 4 1  0.8062546
0 0 0 0 1 0 0 0 1 0 4 2  0.431252
0 0 1 0 0  0 0 0 0 1 3 2  4.0999675
0 0 0 1 0 0 0 0 1 0 3 1  0.7000007
0 0 0 1 0 1 0 0 0 0 6 5  0.431252
0 0 1 0 0  0 1 0 0 0 3 2  4.499986
0 1 0 0 0 0 0 0 0 1 3 2  4.6999955
0 0 1 0 0  0 0 0 1 0 5 4  0.5062525
0 1 0 0 0 0 1 0 0 0 4 2  0.7312541
1 0 0 0 0 0 0 0 0 1 4 3  1.1437455
1 0 0 0 0 1 0 0 0 0 4 2  0.88125515
0 1 0 0 0 0 0 0 1 0 4 3  1.0312537
0 0 0 0 1 1 0 0 0 0 3 2  6.9000983
0 1 0 0 0 0 0 1 0 0  4 3  0.9562557
0 0 0 0 1 0 1 0 0 0 4 2  0.58125305
0 0 0 0 1 1 0 0 0 0 5 4  0.58125305
0 0 0 0 1 0 1 0 0 0 5 4  0.431252
0 0 1 0 0  1 0 0 0 0 6 1  0.5437528
0 0 0 1 0 1 0 0 0 0 4 3  0.7312541
0 0 1 0 0  0 1 0 0 0 4 2  0.5062525
0 0 0 1 0 0 1 0 0 0 3 2  1.6999923
0 0 0 1 0 0 0 1 0 0  3 2  1.2999974
0 0 1 0 0  1 0 0 0 0 5 2  0.5437528
0 1 0 0 0 0 0 0 1 0 4 2  0.39375174
0 1 0 0 0 1 0 0 0 0 6 5  0.8062546
0 0 0 1 0 1 0 0 0 0 4 2  0.28125095
0 0 1 0 0  0 1 0 0 0 5 4  0.5437528
1 0 0 0 0 0 0 0 0 1 6 5  0.5062525
1 0 0 0 0 0 0 1 0 0  4 1  0.35625148
1 0 0 0 0 0 0 0 0 1 5 4  0.5062525
0 0 0 0 1 0 0 1 0 0  4 1  0.28125095
0 1 0 0 0 0 1 0 0 0 3 1  4.499986
1 0 0 0 0 0 0 0 1 0 3 2  4.6999955
0 0 0 0 1 0 0 0 1 0 3 2  1.2999974
0 0 0 0 1 1 0 0 0 0 3 1  7.1001077
